curve_id,normal_stress_mpa,step_idx,time_s,shear_displacement_mm,dilation_proxy_mm,raw_shear_load_kn,shifted_shear_load_kn,calibrated_shear_stress_mpa
direct_shear_full_1MPa,1.0,2783,275.8,8.636,9.195,37.271,38.131,1.0124427662952937
direct_shear_full_1MPa,1.0,2784,275.9,8.637999999999998,9.197,37.206,38.066,1.0107169059766767
direct_shear_full_1MPa,1.0,2785,276.0,8.643,9.202,37.239,38.099,1.0115931119845898
direct_shear_full_1MPa,1.0,2786,276.1,8.649999999999999,9.209,37.169,38.028999999999996,1.009734493179925
direct_shear_full_1MPa,1.0,2787,276.2,8.654,9.213,37.151,38.011,1.0092565626301544
direct_shear_full_1MPa,1.0,2788,276.3,8.661000000000001,9.22,37.193,38.053,1.010371733912953
direct_shear_full_1MPa,1.0,2789,276.4,8.663999999999998,9.223,37.108,37.967999999999996,1.0081148396501458
direct_shear_full_1MPa,1.0,2790,276.5,8.668,9.227,37.09,37.95,1.0076369091003752
direct_shear_full_1MPa,1.0,2791,276.6,8.675999999999998,9.235,37.085,37.945,1.0075041506143276
direct_shear_full_1MPa,1.0,2792,276.7,8.678999999999998,9.238,37.116,37.976,1.0083272532278218
direct_shear_full_1MPa,1.0,2793,276.8,8.683,9.242,37.086,37.946,1.007530702311537
direct_shear_full_1MPa,1.0,2794,276.9,8.690000000000001,9.249,37.111,37.971,1.0081944947417742
direct_shear_full_1MPa,1.0,2795,277.0,8.693999999999999,9.253,37.077,37.937,1.0072917370366514
direct_shear_full_1MPa,1.0,2796,277.1,8.697,9.256,37.092,37.952,1.007690012494794
direct_shear_full_1MPa,1.0,2797,277.1,8.703,9.262,37.071,37.931,1.0071324268533945
direct_shear_full_1MPa,1.0,2798,277.3,8.707999999999998,9.267,37.036,37.896,1.0062031174510622
direct_shear_full_1MPa,1.0,2799,277.4,8.715,9.274,37.16,38.019999999999996,1.0094955279050397
direct_shear_full_1MPa,1.0,2800,277.5,8.719000000000001,9.278,37.107,37.967,1.0080882879529365
direct_shear_full_1MPa,1.0,2801,277.6,8.722000000000001,9.281,37.092,37.952,1.007690012494794
direct_shear_full_1MPa,1.0,2802,277.7,8.729,9.288,37.168,38.028,1.0097079414827157
direct_shear_full_1MPa,1.0,2803,277.8,8.733,9.292,37.187,38.047,1.010212423729696
direct_shear_full_1MPa,1.0,2804,277.9,8.741,9.3,37.175,38.035,1.0098938033631821
direct_shear_full_1MPa,1.0,2805,278.0,8.744,9.303,37.096,37.955999999999996,1.0077962192836318
direct_shear_full_1MPa,1.0,2806,278.1,8.748000000000001,9.307,37.138,37.998,1.0089113905664309
direct_shear_full_1MPa,1.0,2807,278.2,8.754999999999999,9.314,37.113,37.973,1.0082475981361934
direct_shear_full_1MPa,1.0,2808,278.3,8.759,9.318,37.13,37.99,1.0086989769887549
direct_shear_full_1MPa,1.0,2809,278.4,8.767,9.326,37.145,38.005,1.0090972524468973
direct_shear_full_1MPa,1.0,2810,278.5,8.768999999999998,9.328,37.042,37.902,1.0063624276343193
direct_shear_full_1MPa,1.0,2811,278.6,8.773,9.332,37.143,38.003,1.0090441490524784
direct_shear_full_1MPa,1.0,2812,278.7,8.780000000000001,9.339,37.013,37.873,1.0055924284152438
direct_shear_full_1MPa,1.0,2813,278.8,8.783999999999999,9.343,37.017,37.877,1.005698635204082
direct_shear_full_1MPa,1.0,2814,278.9,8.788,9.347,37.1,37.96,1.00790242607247
direct_shear_full_1MPa,1.0,2815,279.0,8.796,9.355,36.998,37.858,1.0051941529571014
direct_shear_full_1MPa,1.0,2816,279.1,8.799,9.358,36.891,37.751,1.0023531213556853
direct_shear_full_1MPa,1.0,2817,279.2,8.803,9.362,36.909,37.769,1.0028310519054562
direct_shear_full_1MPa,1.0,2818,279.3,8.809000000000001,9.368,36.882,37.742,1.0021141560807998
direct_shear_full_1MPa,1.0,2819,279.4,8.814,9.373,36.847,37.707,1.0011848466784674
direct_shear_full_1MPa,1.0,2820,279.5,8.820999999999998,9.38,36.801,37.661,0.9999634686068307
direct_shear_full_1MPa,1.0,2821,279.6,8.825,9.384,36.775,37.635,0.9992731244793838
direct_shear_full_1MPa,1.0,2822,279.7,8.826999999999998,9.386,36.774,37.634,0.9992465727821743
direct_shear_full_1MPa,1.0,2823,279.8,8.835999999999999,9.395,36.761,37.621,0.9989014007184509
direct_shear_full_1MPa,1.0,2824,279.9,8.838999999999999,9.398,36.881,37.741,1.0020876043835902
direct_shear_full_1MPa,1.0,2825,280.0,8.844999999999999,9.404,36.878,37.738,1.0020079492919618
direct_shear_full_1MPa,1.0,2826,280.1,8.850000000000001,9.409,36.773,37.633,0.9992200210849649
direct_shear_full_1MPa,1.0,2827,280.2,8.852999999999998,9.412,36.858,37.717999999999996,1.0014769153477718
direct_shear_full_1MPa,1.0,2828,280.3,8.861999999999998,9.421,36.744,37.604,0.9984500218658894
direct_shear_full_1MPa,1.0,2829,280.4,8.864,9.423,36.731,37.591,0.998104849802166
direct_shear_full_1MPa,1.0,2830,280.5,8.870999999999999,9.43,36.754,37.614,0.9987155388379843
direct_shear_full_1MPa,1.0,2831,280.6,8.875,9.434,36.738,37.598,0.9982907116826324
direct_shear_full_1MPa,1.0,2832,280.7,8.879000000000001,9.438,36.737,37.597,0.998264159985423
direct_shear_full_1MPa,1.0,2833,280.8,8.887,9.446,36.693,37.553,0.997095885308205
direct_shear_full_1MPa,1.0,2834,280.9,8.89,9.449,36.723,37.583,0.99789243622449
direct_shear_full_1MPa,1.0,2835,281.0,8.896999999999998,9.456,36.655,37.515,0.9960869208142442
direct_shear_full_1MPa,1.0,2836,281.1,8.901,9.46,36.736,37.596,0.9982376082882133
direct_shear_full_1MPa,1.0,2837,281.2,8.904,9.463,36.672,37.532,0.9965382996668056
direct_shear_full_1MPa,1.0,2838,281.3,8.911999999999999,9.471,36.706,37.566,0.9974410573719286
direct_shear_full_1MPa,1.0,2839,281.4,8.916,9.475,36.688,37.548,0.9969631268221577
direct_shear_full_1MPa,1.0,2840,281.5,8.919,9.478,36.716,37.576,0.9977065743440235
direct_shear_full_1MPa,1.0,2841,281.6,8.925,9.484,36.686,37.546,0.9969100234277386
direct_shear_full_1MPa,1.0,2842,281.7,8.93,9.489,36.698,37.558,0.9972286437942526
direct_shear_full_1MPa,1.0,2843,281.8,8.937000000000001,9.496,36.78,37.64,0.9994058829654313
direct_shear_full_1MPa,1.0,2844,281.9,8.940999999999999,9.5,36.704,37.564,0.9973879539775096
direct_shear_full_1MPa,1.0,2845,282.0,8.945,9.504,36.768,37.628,0.9990872625989173
direct_shear_full_1MPa,1.0,2846,282.1,8.948,9.507,36.716,37.576,0.9977065743440235
direct_shear_full_1MPa,1.0,2847,282.2,8.954999999999998,9.514,36.712,37.572,0.9976003675551856
direct_shear_full_1MPa,1.0,2848,282.3,8.960999999999999,9.52,36.682,37.542,0.9968038166389007
direct_shear_full_1MPa,1.0,2849,282.4,8.968,9.527,36.626,37.486,0.9953169215951688
direct_shear_full_1MPa,1.0,2850,282.5,8.969999999999999,9.529,36.597,37.457,0.9945469223760935
direct_shear_full_1MPa,1.0,2851,282.6,8.974,9.533,36.646,37.506,0.9958479555393588
direct_shear_full_1MPa,1.0,2852,282.7,8.980999999999998,9.54,36.548,37.408,0.9932458892128282
direct_shear_full_1MPa,1.0,2853,282.8,8.983999999999998,9.543,36.568,37.428,0.993776923157018
direct_shear_full_1MPa,1.0,2854,282.9,8.992,9.551,36.549,37.409,0.9932724409100376
direct_shear_full_1MPa,1.0,2855,283.0,8.997,9.556,36.53,37.39,0.9927679586630572
direct_shear_full_1MPa,1.0,2856,283.1,8.998999999999999,9.558,36.472,37.332,0.9912279602249064
direct_shear_full_1MPa,1.0,2857,283.2,9.004000000000001,9.563,36.583,37.443,0.9941751986151605
direct_shear_full_1MPa,1.0,2858,283.3,9.011,9.57,36.549,37.409,0.9932724409100376
direct_shear_full_1MPa,1.0,2859,283.4,9.015,9.574,36.567,37.427,0.9937503714598086
direct_shear_full_1MPa,1.0,2860,283.5,9.021999999999998,9.581,36.566,37.426,0.9937238197625992
direct_shear_full_1MPa,1.0,2861,283.6,9.024999999999999,9.584,36.448,37.308,0.9905907194918786
direct_shear_full_1MPa,1.0,2862,283.7,9.029,9.588,36.603,37.463,0.9947062325593504
direct_shear_full_1MPa,1.0,2863,283.8,9.036000000000001,9.595,36.501,37.361,0.9919979594439817
direct_shear_full_1MPa,1.0,2864,283.9,9.041,9.6,36.521,37.381,0.9925289933881718
direct_shear_full_1MPa,1.0,2865,284.0,9.047,9.606,36.548,37.408,0.9932458892128282
direct_shear_full_1MPa,1.0,2866,284.1,9.05,9.609,36.52,37.38,0.9925024416909624
direct_shear_full_1MPa,1.0,2867,284.2,9.056000000000001,9.615,36.497,37.357,0.9918917526551438
direct_shear_full_1MPa,1.0,2868,284.3,9.061,9.62,36.478,37.338,0.9913872704081634
direct_shear_full_1MPa,1.0,2869,284.4,9.067,9.626,36.412,37.272,0.9896348583923367
direct_shear_full_1MPa,1.0,2870,284.5,9.073,9.632,36.411,37.271,0.9896083066951272
direct_shear_full_1MPa,1.0,2871,284.6,9.075,9.634,36.395,37.255,0.9891834795397754
direct_shear_full_1MPa,1.0,2872,284.7,9.084,9.643,36.489,37.349,0.9916793390774679
direct_shear_full_1MPa,1.0,2873,284.8,9.087,9.646,36.307,37.167,0.9868469301853396
direct_shear_full_1MPa,1.0,2874,285.0,9.096,9.655,36.443,37.303,0.9904579610058311
direct_shear_full_1MPa,1.0,2875,285.1,9.102,9.661,36.364,37.224,0.9883603769262808
direct_shear_full_1MPa,1.0,2876,285.2,9.105,9.664,36.45,37.31,0.9906438228862976
direct_shear_full_1MPa,1.0,2877,285.3,9.113,9.672,36.381,37.241,0.9888117557788423
direct_shear_full_1MPa,1.0,2878,285.4,9.116,9.675,36.4,37.26,0.9893162380258227
direct_shear_full_1MPa,1.0,2879,285.5,9.119,9.678,36.444,37.304,0.9904845127030406
direct_shear_full_1MPa,1.0,2880,285.6,9.125,9.684,36.405,37.265,0.9894489965118702
direct_shear_full_1MPa,1.0,2881,285.7,9.132000000000001,9.691,36.441,37.301,0.9904048576114122
direct_shear_full_1MPa,1.0,2882,285.8,9.137999999999998,9.697,36.311,37.171,0.9869531369741776
direct_shear_full_1MPa,1.0,2883,285.9,9.140999999999998,9.7,36.339,37.199,0.9876965844960435
direct_shear_full_1MPa,1.0,2884,286.0,9.145,9.704,36.333,37.193,0.9875372743127865
direct_shear_full_1MPa,1.0,2885,286.1,9.151,9.71,36.37,37.23,0.9885196871095377
direct_shear_full_1MPa,1.0,2886,286.2,9.155999999999999,9.715,36.421,37.281,0.9898738236672221
direct_shear_full_1MPa,1.0,2887,286.3,9.163999999999998,9.723,36.407,37.266999999999996,0.9895020999062891
direct_shear_full_1MPa,1.0,2888,286.4,9.166999999999998,9.726,36.293,37.153,0.9864752064244067
direct_shear_full_1MPa,1.0,2889,286.5,9.171,9.73,36.33,37.19,0.9874576192211579
direct_shear_full_1MPa,1.0,2890,286.6,9.178,9.737,36.401,37.261,0.9893427897230324
direct_shear_full_1MPa,1.0,2891,286.7,9.181999999999999,9.741,36.395,37.255,0.9891834795397754
direct_shear_full_1MPa,1.0,2892,286.8,9.187000000000001,9.746,36.372,37.232,0.9885727905039569
direct_shear_full_1MPa,1.0,2893,286.9,9.193000000000001,9.752,36.389,37.249,0.9890241693565184
direct_shear_full_1MPa,1.0,2894,287.0,9.195999999999998,9.755,36.326,37.186,0.98735141243232
direct_shear_full_1MPa,1.0,2895,287.1,9.198999999999998,9.758,36.44,37.3,0.9903783059142025
direct_shear_full_1MPa,1.0,2896,287.2,9.207999999999998,9.767,36.449,37.309,0.990617271189088
direct_shear_full_1MPa,1.0,2897,287.4,9.213999999999999,9.773,36.41,37.269999999999996,0.9895817549979176
direct_shear_full_1MPa,1.0,2898,287.4,9.219000000000001,9.778,36.435,37.295,0.9902455474281552
direct_shear_full_1MPa,1.0,2899,287.5,9.221,9.78,36.365,37.225,0.9883869286234904
direct_shear_full_1MPa,1.0,2900,287.7,9.229,9.788,36.431,37.291,0.9901393406393171
direct_shear_full_1MPa,1.0,2901,287.8,9.233,9.792,36.378,37.238,0.9887321006872138
direct_shear_full_1MPa,1.0,2902,287.9,9.241,9.8,36.443,37.303,0.9904579610058311
direct_shear_full_1MPa,1.0,2903,288.0,9.242999999999999,9.802,36.401,37.261,0.9893427897230324
direct_shear_full_1MPa,1.0,2904,288.1,9.245999999999999,9.805,36.407,37.266999999999996,0.9895020999062891
direct_shear_full_1MPa,1.0,2905,288.2,9.254000000000001,9.813,36.517,37.377,0.9924227865993338
direct_shear_full_1MPa,1.0,2906,288.3,9.259,9.818,36.442,37.302,0.9904314093086216
direct_shear_full_1MPa,1.0,2907,288.4,9.262,9.821,36.428,37.288,0.9900596855476885
direct_shear_full_1MPa,1.0,2908,288.5,9.27,9.829,36.488,37.348,0.9916527873802584
direct_shear_full_1MPa,1.0,2909,288.5,9.273,9.832,36.438,37.298,0.9903252025197836
direct_shear_full_1MPa,1.0,2910,288.7,9.277999999999999,9.837,36.498,37.358,0.9919183043523533
direct_shear_full_1MPa,1.0,2911,288.8,9.283999999999999,9.843,36.427,37.287,0.9900331338504791
direct_shear_full_1MPa,1.0,2912,288.9,9.286999999999999,9.846,36.528,37.388,0.9927148552686382
direct_shear_full_1MPa,1.0,2913,289.0,9.296,9.855,36.515,37.375,0.9923696832049148
direct_shear_full_1MPa,1.0,2914,289.1,9.297999999999998,9.857,36.503,37.363,0.9920510628384008
direct_shear_full_1MPa,1.0,2915,289.1,9.300999999999998,9.86,36.52,37.38,0.9925024416909624
direct_shear_full_1MPa,1.0,2916,289.2,9.308,9.867,36.607,37.467,0.9948124393481884
direct_shear_full_1MPa,1.0,2917,289.4,9.312999999999999,9.872,36.515,37.375,0.9923696832049148
direct_shear_full_1MPa,1.0,2918,289.5,9.318000000000001,9.877,36.596,37.455999999999996,0.9945203706788839
direct_shear_full_1MPa,1.0,2919,289.6,9.323999999999998,9.883,36.575,37.435,0.9939627850374846
direct_shear_full_1MPa,1.0,2920,289.7,9.328,9.887,36.514,37.374,0.9923431315077054
direct_shear_full_1MPa,1.0,2921,289.8,9.335,9.894,36.555,37.415,0.9934317510932946
direct_shear_full_1MPa,1.0,2922,289.9,9.337,9.896,36.516,37.376,0.9923962349021243
direct_shear_full_1MPa,1.0,2923,290.0,9.344999999999999,9.904,36.549,37.409,0.9932724409100376
direct_shear_full_1MPa,1.0,2924,290.1,9.349,9.908,36.501,37.361,0.9919979594439817
direct_shear_full_1MPa,1.0,2925,290.2,9.352999999999998,9.912,36.534,37.394,0.9928741654518952
direct_shear_full_1MPa,1.0,2926,290.2,9.357,9.916,36.539,37.399,0.9930069239379428
direct_shear_full_1MPa,1.0,2927,290.4,9.364,9.923,36.529,37.389,0.9927414069658478
direct_shear_full_1MPa,1.0,2928,290.5,9.367,9.926,36.537,37.397,0.9929538205435237
direct_shear_full_1MPa,1.0,2929,290.5,9.372,9.931,36.554,37.414,0.9934051993960852
direct_shear_full_1MPa,1.0,2930,290.7,9.378,9.937,36.481,37.341,0.991466925499792
direct_shear_full_1MPa,1.0,2931,290.8,9.383,9.942,36.533,37.393,0.9928476137546858
direct_shear_full_1MPa,1.0,2932,290.9,9.39,9.949,36.574,37.434,0.993936233340275
direct_shear_full_1MPa,1.0,2933,291.0,9.392,9.951,36.476,37.336,0.9913341670137444
direct_shear_full_1MPa,1.0,2934,291.1,9.398,9.957,36.598,37.458,0.9945734740733029
direct_shear_full_1MPa,1.0,2935,291.2,9.404,9.963,36.55,37.41,0.9932989926072471
direct_shear_full_1MPa,1.0,2936,291.2,9.407,9.966,36.514,37.374,0.9923431315077054
direct_shear_full_1MPa,1.0,2937,291.4,9.413999999999998,9.973,36.573,37.433,0.9939096816430656
direct_shear_full_1MPa,1.0,2938,291.5,9.419,9.978,36.535,37.394999999999996,0.9929007171491047
direct_shear_full_1MPa,1.0,2939,291.5,9.422,9.981,36.489,37.349,0.9916793390774679
direct_shear_full_1MPa,1.0,2940,291.7,9.428999999999998,9.988,36.461,37.321,0.9909358915556019
direct_shear_full_1MPa,1.0,2941,291.8,9.433,9.992,36.477,37.336999999999996,0.9913607187109539
direct_shear_full_1MPa,1.0,2942,291.9,9.437000000000001,9.996,36.435,37.295,0.9902455474281552
direct_shear_full_1MPa,1.0,2943,291.9,9.443999999999999,10.003,36.413,37.272999999999996,0.9896614100895461
direct_shear_full_1MPa,1.0,2944,292.0,9.448,10.007,36.412,37.272,0.9896348583923367
direct_shear_full_1MPa,1.0,2945,292.1,9.451,10.01,36.355,37.214999999999996,0.9881214116513953
direct_shear_full_1MPa,1.0,2946,292.2,9.457,10.016,36.355,37.214999999999996,0.9881214116513953
direct_shear_full_1MPa,1.0,2947,292.4,9.462,10.021,36.356,37.216,0.988147963348605
direct_shear_full_1MPa,1.0,2948,292.5,9.469999999999999,10.029,36.37,37.23,0.9885196871095377
direct_shear_full_1MPa,1.0,2949,292.6,9.474,10.033,36.349,37.208999999999996,0.9879621014681383
direct_shear_full_1MPa,1.0,2950,292.7,9.477999999999998,10.037,36.367,37.227,0.9884400320179093
direct_shear_full_1MPa,1.0,2951,292.8,9.483999999999998,10.043,36.335,37.195,0.9875903777072055
direct_shear_full_1MPa,1.0,2952,292.9,9.486999999999998,10.046,36.43,37.29,0.9901127889421076
direct_shear_full_1MPa,1.0,2953,293.0,9.492999999999999,10.052,36.41,37.269999999999996,0.9895817549979176
direct_shear_full_1MPa,1.0,2954,293.1,9.498999999999999,10.058,36.389,37.249,0.9890241693565184
direct_shear_full_1MPa,1.0,2955,293.1,9.501999999999999,10.061,36.307,37.167,0.9868469301853396
direct_shear_full_1MPa,1.0,2956,293.2,9.504999999999999,10.064,36.366,37.226,0.9884134803206999
direct_shear_full_1MPa,1.0,2957,293.4,9.514,10.073,36.343,37.203,0.9878027912848816
direct_shear_full_1MPa,1.0,2958,293.5,9.515999999999998,10.075,36.329,37.189,0.9874310675239485
direct_shear_full_1MPa,1.0,2959,293.6,9.524999999999999,10.084,36.397,37.257,0.9892365829341943
direct_shear_full_1MPa,1.0,2960,293.7,9.527000000000001,10.086,36.347,37.207,0.9879089980737195
direct_shear_full_1MPa,1.0,2961,293.8,9.535,10.094,36.404,37.264,0.9894224448146608
direct_shear_full_1MPa,1.0,2962,293.9,9.538999999999998,10.098,36.238,37.098,0.9850148630778843
direct_shear_full_1MPa,1.0,2963,294.0,9.541999999999998,10.101,36.05,36.91,0.980023144002499
direct_shear_full_1MPa,1.0,2964,294.1,9.55,10.109,36.08,36.94,0.980819694918784
direct_shear_full_1MPa,1.0,2965,294.2,9.553,10.112,35.985,36.845,0.9782972836838819
direct_shear_full_1MPa,1.0,2966,294.3,9.556999999999999,10.116,36.026,36.886,0.9793859032694713
direct_shear_full_1MPa,1.0,2967,294.4,9.565999999999999,10.125,35.959,36.819,0.9776069395564351
direct_shear_full_1MPa,1.0,2968,294.5,9.568000000000001,10.127,35.946,36.806,0.9772617674927114
direct_shear_full_1MPa,1.0,2969,294.5,9.570999999999998,10.13,35.932,36.792,0.9768900437317787
direct_shear_full_1MPa,1.0,2970,294.7,9.579,10.138,35.865,36.725,0.9751110800187424
direct_shear_full_1MPa,1.0,2971,294.8,9.585,10.144,35.914,36.774,0.9764121131820077
direct_shear_full_1MPa,1.0,2972,294.9,9.59,10.149,35.869,36.729,0.9752172868075804
direct_shear_full_1MPa,1.0,2973,295.0,9.593,10.152,35.865,36.725,0.9751110800187424
direct_shear_full_1MPa,1.0,2974,295.1,9.597000000000001,10.156,35.86,36.72,0.9749783215326948
direct_shear_full_1MPa,1.0,2975,295.2,9.605,10.164,35.792,36.652,0.9731728061224492
direct_shear_full_1MPa,1.0,2976,295.2,9.608,10.167,35.707,36.567,0.970915911859642
direct_shear_full_1MPa,1.0,2977,295.4,9.611999999999998,10.171,35.797,36.657,0.9733055646084965
direct_shear_full_1MPa,1.0,2978,295.5,9.619,10.178,35.774,36.634,0.9726948755726782
direct_shear_full_1MPa,1.0,2979,295.5,9.623000000000001,10.182,35.748,36.608,0.9720045314452312
direct_shear_full_1MPa,1.0,2980,295.7,9.629999999999999,10.189,35.801,36.661,0.9734117713973347
direct_shear_full_1MPa,1.0,2981,295.8,9.633,10.192,35.792,36.652,0.9731728061224492
direct_shear_full_1MPa,1.0,2982,295.9,9.637,10.196,35.804,36.664,0.9734914264889631
direct_shear_full_1MPa,1.0,2983,296.0,9.643999999999998,10.203,35.861,36.721,0.9750048732299043
direct_shear_full_1MPa,1.0,2984,296.0,9.648,10.207,35.799,36.659,0.9733586680029156
direct_shear_full_1MPa,1.0,2985,296.1,9.652000000000001,10.211,35.774,36.634,0.9726948755726782
direct_shear_full_1MPa,1.0,2986,296.2,9.655999999999999,10.215,35.804,36.664,0.9734914264889631
direct_shear_full_1MPa,1.0,2987,296.3,9.663,10.222,35.819,36.679,0.9738897019471056
direct_shear_full_1MPa,1.0,2988,296.4,9.666999999999998,10.226,35.817,36.677,0.9738365985526866
direct_shear_full_1MPa,1.0,2989,296.5,9.672999999999998,10.232,35.81,36.67,0.9736507366722201
direct_shear_full_1MPa,1.0,2990,296.6,9.678,10.237,35.869,36.729,0.9752172868075804
direct_shear_full_1MPa,1.0,2991,296.7,9.68,10.239,35.841,36.701,0.9744738392857145
direct_shear_full_1MPa,1.0,2992,296.9,9.689,10.248,35.861,36.721,0.9750048732299043
direct_shear_full_1MPa,1.0,2993,296.9,9.692,10.251,35.812,36.672,0.973703840066639
direct_shear_full_1MPa,1.0,2994,297.0,9.697,10.256,35.811,36.671,0.9736772883694296
direct_shear_full_1MPa,1.0,2995,297.1,9.703,10.262,35.849,36.708999999999996,0.9746862528633903
direct_shear_full_1MPa,1.0,2996,297.2,9.707,10.266,35.763,36.623,0.9724028069033737
direct_shear_full_1MPa,1.0,2997,297.3,9.709,10.268,35.833,36.693,0.9742614257080384
direct_shear_full_1MPa,1.0,2998,297.4,9.718,10.277,35.864,36.724,0.9750845283215328
direct_shear_full_1MPa,1.0,2999,297.5,9.721,10.28,35.83,36.69,0.97418177061641
direct_shear_full_1MPa,1.0,3000,297.6,9.724,10.283,35.864,36.724,0.9750845283215328
direct_shear_full_1MPa,1.0,3001,297.7,9.730999999999998,10.29,35.672,36.532,0.9699866024573095
direct_shear_full_1MPa,1.0,3002,297.8,9.736,10.295,35.587,36.447,0.9677297081945025
direct_shear_full_1MPa,1.0,3003,297.9,9.738,10.297,35.57,36.43,0.967278329341941
direct_shear_full_1MPa,1.0,3004,298.0,9.744,10.303,35.613,36.473,0.9684200523219494
direct_shear_full_1MPa,1.0,3005,298.1,9.751000000000001,10.31,35.564,36.424,0.967119019158684
direct_shear_full_1MPa,1.0,3006,298.2,9.754000000000001,10.313,35.514,36.374,0.9657914342982094
direct_shear_full_1MPa,1.0,3007,298.3,9.757000000000001,10.316,35.602,36.461999999999996,0.9681279836526449
direct_shear_full_1MPa,1.0,3008,298.4,9.765,10.324,35.529,36.389,0.9661897097563518
direct_shear_full_1MPa,1.0,3009,298.5,9.768999999999998,10.328,35.568,36.428,0.9672252259475219
direct_shear_full_1MPa,1.0,3010,298.6,9.771999999999998,10.331,35.548,36.408,0.9666941920033322
direct_shear_full_1MPa,1.0,3011,298.7,9.780000000000001,10.339,35.581,36.441,0.9675703980112456
direct_shear_full_1MPa,1.0,3012,298.8,9.783000000000001,10.342,35.584,36.444,0.967650053102874
direct_shear_full_1MPa,1.0,3013,298.9,9.791,10.35,35.524,36.384,0.9660569512703042
direct_shear_full_1MPa,1.0,3014,299.0,9.793,10.352,35.556,36.416,0.966906605581008
direct_shear_full_1MPa,1.0,3015,299.1,9.797999999999998,10.357,35.596,36.455999999999996,0.9679686734693879
direct_shear_full_1MPa,1.0,3016,299.2,9.805,10.364,35.607,36.467,0.9682607421386924
direct_shear_full_1MPa,1.0,3017,299.3,9.809000000000001,10.368,35.536,36.396,0.9663755716368182
direct_shear_full_1MPa,1.0,3018,299.4,9.814,10.373,35.61,36.47,0.9683403972303208
direct_shear_full_1MPa,1.0,3019,299.5,9.82,10.379,35.606,36.466,0.968234190441483
direct_shear_full_1MPa,1.0,3020,299.6,9.823,10.382,35.585,36.445,0.9676766048000834
direct_shear_full_1MPa,1.0,3021,299.7,9.831,10.39,35.577,36.437,0.9674641912224075
direct_shear_full_1MPa,1.0,3022,299.8,9.834,10.393,35.516,36.376,0.9658445376926282
direct_shear_full_1MPa,1.0,3023,299.9,9.841999999999999,10.401,35.474,36.333999999999996,0.9647293664098293
direct_shear_full_1MPa,1.0,3024,300.0,9.844999999999999,10.404,35.502,36.362,0.9654728139316954
direct_shear_full_1MPa,1.0,3025,300.1,9.850000000000001,10.409,35.543,36.403,0.9665614335172846
direct_shear_full_1MPa,1.0,3026,300.2,9.855999999999998,10.415,35.502,36.362,0.9654728139316954
direct_shear_full_1MPa,1.0,3027,300.3,9.858999999999998,10.418,35.528,36.388,0.9661631580591421
direct_shear_full_1MPa,1.0,3028,300.4,9.863,10.422,35.562,36.422,0.967065915764265
direct_shear_full_1MPa,1.0,3029,300.5,9.870000000000001,10.429,35.485,36.345,0.9650214350791338
direct_shear_full_1MPa,1.0,3030,300.6,9.873000000000001,10.432,35.554,36.414,0.9668535021865892
direct_shear_full_1MPa,1.0,3031,300.7,9.881,10.44,35.519,36.379,0.9659241927842567
direct_shear_full_1MPa,1.0,3032,300.8,9.884999999999998,10.444,35.444,36.304,0.9639328154935446
direct_shear_full_1MPa,1.0,3033,300.9,9.887999999999998,10.447,35.431,36.291,0.963587643429821
direct_shear_full_1MPa,1.0,3034,301.0,9.896,10.455,35.468,36.328,0.9645700562265725
direct_shear_full_1MPa,1.0,3035,301.1,9.899000000000001,10.458,35.438,36.298,0.9637735053102876
direct_shear_full_1MPa,1.0,3036,301.2,9.902999999999999,10.462,35.421,36.281,0.9633221264577261
direct_shear_full_1MPa,1.0,3037,301.3,9.911000000000001,10.47,35.44,36.3,0.9638266087047065
direct_shear_full_1MPa,1.0,3038,301.4,9.915,10.474,35.378,36.238,0.9621804034777178
direct_shear_full_1MPa,1.0,3039,301.5,9.918,10.477,35.41,36.269999999999996,0.9630300577884215
direct_shear_full_1MPa,1.0,3040,301.6,9.925999999999998,10.485,35.323,36.183,0.9607200601311955
direct_shear_full_1MPa,1.0,3041,301.7,9.928999999999998,10.488,35.259,36.119,0.9590207515097877
direct_shear_full_1MPa,1.0,3042,301.8,9.931999999999999,10.491,35.36,36.22,0.9617024729279469
direct_shear_full_1MPa,1.0,3043,301.9,9.939,10.498,35.264,36.124,0.9591535099958353
direct_shear_full_1MPa,1.0,3044,302.0,9.943999999999999,10.503,35.362,36.222,0.9617555763223659
direct_shear_full_1MPa,1.0,3045,302.1,9.951,10.51,35.379,36.239,0.9622069551749272
direct_shear_full_1MPa,1.0,3046,302.2,9.954,10.513,35.251,36.111,0.9588083379321117
direct_shear_full_1MPa,1.0,3047,302.3,9.957999999999998,10.517,35.305,36.165,0.9602421295814245
direct_shear_full_1MPa,1.0,3048,302.4,9.963999999999999,10.523,35.317,36.177,0.9605607499479385
direct_shear_full_1MPa,1.0,3049,302.5,9.972999999999999,10.532,35.27,36.13,0.9593128201790923
direct_shear_full_1MPa,1.0,3050,302.6,9.975999999999999,10.535,35.246,36.106,0.9586755794460644
direct_shear_full_1MPa,1.0,3051,302.7,9.98,10.539,35.257,36.117,0.9589676481153687
direct_shear_full_1MPa,1.0,3052,302.8,9.986999999999998,10.546,35.188,36.048,0.9571355810079136
direct_shear_full_1MPa,1.0,3053,302.9,9.989999999999998,10.549,35.216,36.076,0.9578790285297795
direct_shear_full_1MPa,1.0,3054,303.0,9.995999999999999,10.555,35.177,36.037,0.9568435123386091
