dataset,model,feature,sample_id,feature_value,prediction
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,2.795918367346939,2.1838884353637695
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,2.9489795918367347,2.2632522583007812
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,3.1020408163265305,2.3602688312530518
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,3.2551020408163267,2.4506025314331055
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,3.4081632653061225,2.474369764328003
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,3.5612244897959187,2.675900459289551
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,3.7142857142857144,2.6510512828826904
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,3.86734693877551,2.698765277862549
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,4.020408163265307,2.765685796737671
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,4.173469387755102,2.91341233253479
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,4.326530612244898,2.9805331230163574
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,4.479591836734694,2.9927384853363037
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,4.63265306122449,3.0862293243408203
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,4.785714285714286,3.0834219455718994
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,4.938775510204081,3.212494373321533
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,5.091836734693878,3.287905216217041
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,5.244897959183674,3.4208812713623047
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,5.3979591836734695,3.335050106048584
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,5.551020408163265,3.4051904678344727
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,5.704081632653061,3.519054412841797
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,5.857142857142858,3.5872538089752197
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,6.010204081632653,3.5955803394317627
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,6.163265306122449,3.6351730823516846
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,6.316326530612245,3.7643651962280273
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,6.469387755102041,3.8023784160614014
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,6.622448979591837,3.8417935371398926
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,6.775510204081633,3.9529361724853516
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,6.928571428571429,3.9765396118164062
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,7.081632653061225,4.046932697296143
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,7.23469387755102,4.034922122955322
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,7.387755102040816,4.154633045196533
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,7.540816326530613,4.215344429016113
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,7.6938775510204085,4.2853264808654785
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,7.846938775510204,4.3322649002075195
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,4,8.0,4.3583292961120605
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,0.5,1.0138535499572754
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,0.653061224489796,1.27993643283844
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,0.8061224489795918,1.5397911071777344
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,0.9591836734693877,1.7825376987457275
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,1.1122448979591837,2.0238163471221924
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,1.2653061224489797,2.2186853885650635
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,1.4183673469387754,2.4661865234375
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,1.5714285714285714,2.6457200050354004
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,1.7244897959183674,2.842557907104492
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,1.8775510204081634,3.0826642513275146
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,2.0306122448979593,3.287862539291382
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,2.183673469387755,3.4323880672454834
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,2.336734693877551,3.6016933917999268
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,2.489795918367347,3.820662021636963
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,2.642857142857143,3.9266908168792725
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,2.795918367346939,4.113320350646973
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,2.9489795918367347,4.263955593109131
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,3.1020408163265305,4.45280122756958
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,3.2551020408163267,4.536736488342285
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,3.4081632653061225,4.72308349609375
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,3.5612244897959187,4.808940410614014
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,3.7142857142857144,4.9955549240112305
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,3.86734693877551,5.077951431274414
rockmb_2025,ResidualPeriodicMonotone,normal_stress_mpa,5,4.020408163265307,5.201927185058594
